2017-05-28 02:26:19.0,secretary,doctor
2017-05-28 02:33:52.0,secretary,doctor
2017-05-28 02:34:07.0,secretary,doctor
2017-05-28 02:34:31.0,secretary,doctor
2017-05-28 02:37:24.0,secretary,doctor
2017-05-28 02:38:36.0,secretary,doctor
